GB_GCA_002779235.1	0	93.35	0.5	General	84.11	0.93	149	k__Archaea (UID2)	107	0	822131	89.06003553167518	93	408322	44.26302724148771	923120	GB_GCA_002779235.1	t	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__0-14-0-80-44-23;g__0-14-0-80-44-23;s__0-14-0-80-44-23 sp002779235	not type material	none	f	24	23	50439	50439	25073	1	2952	PEXD01000004.1	16157	1	101	PEXD01000048.1	2599	1301	0	76.491	KP308716.4848.7741	Archaea;Nanoarchaeota;Woesearchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	9919	10989	f	f	t	11036	12393	Scaffold	ASM277923v1	na	PRJNA362739	SAMN06659256	93	11036	USA: Crystal Geyser near Green River; Utah	2017-11-16	GCA_002779235.1	derived from metagenome	full	CG07_land_8_20_14_0_80_44_23	groundwater	38.56 N 110.8 W	0	0	Candidatus Woesearchaeota archaeon CG07_land_8_20_14_0_80_44_23	983	na	3	84	23	12393	7993	6017	2017/11/16	9	1974453	1	CG07_land_8_20_14_0_80_44_23	None	1974453	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon CG07_land_8_20_14_0_80_44_23	630	923120	11	36	na	922490	0	PEXD00000000.1	1006	84	25073	1	none	none	none	none	none	none	1656	PEXD01000004.1	749	684	0	83.445	KP308716.3069.4526	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;Incertae Sedis;Incertae Sedis;uncultured archaeon	630	19	41	0	Nanobdellota	Nanobdellia	0-14-0-80-44-23 sp002779235
GB_GCA_038871545.1	0	100	0.19	General	78.97	0	149	k__Archaea (UID2)	107	0	805539	91.74076942350182	26	358627	40.90740064789889	878060	GB_GCA_038874135.1	f	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__0-14-0-80-44-23;g__0-14-0-80-44-23;s__0-14-0-80-44-23 sp038874135	not type material	none	f	4	3	163274	252076	46909	1	2904	JAVZHW010000007.1	173425	1	80	JAVZHW010000002.1	2844	1546	0	77.075	KP308716.4848.7741	Archaea;Nanoarchaeota;Woesearchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	33718	73171	f	f	t	87045	139362	Scaffold	ASM3887154v1	na	PRJNA544494	SAMN36037223	26	87045	none	2024-04-30	GCA_038871545.1	derived from metagenome	full	DRTY-6_201901_bins_11	none	none	0	0	Candidatus Woesearchaeota archaeon	none	na	3	12	3	139362	98422	46909	2024/04/30	14	2026803	1	DRTY-6_201901_bins_11	The University of Texas at Austin	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;x__unclassified Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	1380	878060	11	45	na	876680	0	JAVZHW000000000.1	908	12	46909	1	none	none	none	none	none	none	1465	JAVZHW010000007.1	1302	1286	0	84.716	JF262400.1.1294	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;Incertae Sedis;CG1-02-57-44;uncultured euryarchaeote	1380	19	45	0	Nanobdellota	Nanobdellia	0-14-0-80-44-23 sp038874135
GB_GCA_017609625.1	0	91.7	3.29	General	89.72	7.01	149	k__Archaea (UID2)	107	0	1241594	92.01872993380192	70	441426	32.71557359310568	1349284	GB_GCA_017609625.1	t	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__1-14-0-10-31-34;g__1-14-0-10-31-34;s__1-14-0-10-31-34 sp017609625	not type material	none	f	11	11	83734	83734	54883	1	2967	JAFCDN010000007.1	10748	1	82	JAFCDN010000036.1	2532	1459	0	77.488	CP010424.164728.167777	Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Iainarchaeaceae;Candidatus Iainarchaeum;archaeon GW2011_AR10	19275	19275	f	f	t	44270	44270	Contig	ASM1760962v1	na	PRJNA692327	SAMN17704295	70	44270	Mexico: Guaymas Basin; Gulf of California	2021-03-29	GCA_017609625.1	derived from metagenome	full	Meg19_1012_Bin_505	marine sediment	27.388 N 111.24560 W	0	none	Candidatus Diapherotrites archaeon	none	na	none	none	none	none	none	none	2021/03/29	0	2026736	none	Meg19_1012_Bin_505	University of Texas at Austin	2026736	d__Archaea;p__Candidatus Diapherotrites;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Diapherotrites;x__unclassified Candidatus Diapherotrites;s__Candidatus Diapherotrites archaeon	0	1349284	none	none	na	1349284	0	JAFCDN000000000.1	1509	70	54883	1	none	none	none	none	none	none	1584	JAFCDN010000007.1	741	822	0	86.91	KP308729.1.1189	Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Iainarchaeaceae;Candidatus Iainarchaeum;uncultured archaeon	0	19	44	0	Iainarchaeota	Iainarchaeia	1-14-0-10-31-34 sp017609625
GB_GCA_018829335.1	0	92.48	2.07	Specific	86.92	1.94	149	k__Archaea (UID2)	107	66.67	1333122	91.75056865693728	158	469107	32.28574279844596	1452985	GB_GCA_018829335.1	t	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__1-14-0-10-31-34;g__1-14-0-10-31-34;s__1-14-0-10-31-34 sp018829335	not type material	none	f	31	31	59972	59972	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9196	9196	f	f	t	12383	12383	Contig	ASM1882933v1	na	PRJNA627556	SAMN19298608	158	12383	Sweden	2021-06-09	GCA_018829335.1	derived from metagenome	full	OS_PC_MetaG.mb.82	Aspo HRL	57.264 N 16.3936 E	0	0	Candidatus Micrarchaeota archaeon	none	na	1	none	none	none	none	none	2021/06/09	0	2250274	1	OS_PC_MetaG.mb.82	Department of Ecology and Genetics, Limnology and Science for Life Laboratory, Uppsala University	2250274	d__Archaea;p__Candidatus Micrarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;x__unclassified Candidatus Micrarchaeota;s__Candidatus Micrarchaeota archaeon	0	1452985	11	41	na	1452985	0	JAHJUD000000000.1	1668	158	3963	2	none	none	none	none	none	none	747	JAHJUD010000075.1-#2	755	617	5.19e-175	81.722	KP308722.320.1868	Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Iainarchaeaceae;Candidatus Iainarchaeum;uncultured archaeon	0	17	41	0	Iainarchaeota	Iainarchaeia	1-14-0-10-31-34 sp018829335
GB_GCA_024277355.1	0	96.1	0.67	Specific	88.79	1.87	149	k__Archaea (UID2)	107	0	1037987	92.02583493656522	11	315398	27.962550867518377	1127930	GB_GCA_024277355.1	t	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__1-14-0-10-31-34;g__1-14-0-10-31-34;s__1-14-0-10-31-34 sp024277355	not type material	none	f	2	2	526574	526574	59579	1	2968	JAJRVL010000009.1	134362	1	80	JAJRVL010000001.1	2639	1585	0	78.06	CEPX01185513.1.2609	Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Iainarchaeaceae;Candidatus Iainarchaeum;marine metagenome	102539	102539	f	f	t	134362	134362	Contig	ASM2427735v1	na	PRJNA771178	SAMN22253149	11	134362	Indian Ocean: Longqi hydrothermal vent field; ultraslow-spreading Southwestern Indian Ridge	2022-07-15	GCA_024277355.1	derived from metagenome	full	Dive96_bin10.390	active black smoker DFF12	37.78 S 49.64 E	0	none	archaeon	none	na	none	none	none	none	none	none	2022/07/15	0	1906665	none	Dive96_bin10.390	Second Organization of Oceanography, State Oceanic Administration	1906665	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;s__archaeon	0	1127930	none	none	na	1127930	0	JAJRVL000000000.1	1271	11	59579	1	none	none	none	none	none	none	1484	JAJRVL010000009.1	1489	1428	0	84.15	CP010424.162769.164251	Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Iainarchaeaceae;Candidatus Iainarchaeum;archaeon GW2011_AR10	0	19	41	0	Iainarchaeota	Iainarchaeia	1-14-0-10-31-34 sp024277355
GB_GCA_018652085.1	0	94.55	3.88	General	81.31	3.74	149	k__Archaea (UID2)	107	25	877054	91.74492923418099	50	313548	32.79893720514242	955970	GB_GCA_018655525.1	f	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__1-14-0-10-32-24;s__1-14-0-10-32-24 sp018655525	not type material	none	f	8	8	157208	157208	37543	2	2521	JABICU010000029.1	none	0	none	none	1990	1096	0	77.236	CEUD01026050.960.3451	Archaea;Nanoarchaeota;Woesearchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;marine metagenome	19119	19119	f	f	t	35447	35447	Contig	ASM1865208v1	na	PRJNA630981	SAMN14914738	50	35447	Canada: Vancouver; Saanich Inlet	2021-06-02	GCA_018652085.1	derived from metagenome	full	SI048_bin58	hypoxic seawater	48.36 N 123.30 W	0	0	Candidatus Woesearchaeota archaeon	none	na	2	none	none	none	none	none	2021/06/02	0	2026803	1	SI048_bin58	The University of Melbourne	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;x__unclassified Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	0	955970	11	30	na	955970	0	JABICU000000000.1	1122	50	37543	1	none	none	none	none	none	none	1565	JABICU010000029.1	1198	1604	0	90.985	AACY020521239.1.1481	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;Incertae Sedis;Incertae Sedis;marine metagenome	0	19	30	0	Nanobdellota	Nanobdellia	1-14-0-10-32-24 sp018655525
GB_GCA_002762795.1	0	99.11	0.71	General	78.5	0	149	k__Archaea (UID2)	107	0	1204906	89.14947723255474	41	497398	36.822748169589644	1351557	GB_GCA_002762795.1	t	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__ARS49;g__1-14-0-10-37-12;s__1-14-0-10-37-12 sp002762795	not type material	none	f	7	5	139305	178145	155197	1	2886	PCYA01000018.1	none	0	none	none	2908	1273	0	75.206	KP308716.4848.7741	Archaea;Nanoarchaeota;Woesearchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	32946	71134	f	f	t	76824	108648	Scaffold	ASM276279v1	na	PRJNA362739	SAMN06659467	41	76824	USA: Crystal Geyser near Green River; Utah	2017-11-13	GCA_002762795.1	derived from metagenome	full	CG10_big_fil_rev_8_21_14_0_10_37_12	groundwater	38.56 N 110.8 W	0	0	Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_37_12	1481	na	3	19	5	108648	57656	37498	2017/11/13	22	1974463	1	CG10_big_fil_rev_8_21_14_0_10_37_12	None	1974463	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_37_12	767	1351557	11	41	na	1350790	0	PCYA00000000.1	1517	19	155197	1	none	none	none	none	none	none	1467	PCYA01000018.1	1276	1744	0	91.379	AY822000.1.1279	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;Incertae Sedis;Incertae Sedis;uncultured euryarchaeote	767	19	47	0	Nanobdellota	Nanobdellia	1-14-0-10-37-12 sp002762795
GB_GCA_002762985.1	22	98.46	1.02	General	85.98	0.93	149	k__Archaea (UID2)	107	0	1347313	88.92403810107133	45	672634	44.406051223481334	1515128	GB_GCA_002762985.1	t	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA12501;g__1-14-0-10-44-13;s__1-14-0-10-44-13 sp002762985	not type material	none	f	9	8	153203	153203	106087	1	2883	PCXZ01000016.1	62535	1	96	PCXZ01000025.1	2914	2313	0	81.332	KP308711.16394.19301	Archaea;Nanoarchaeota;Woesearchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	33661	42086	f	f	t	64450	64450	Scaffold	ASM276298v1	na	PRJNA362739	SAMN06659468	45	64450	USA: Crystal Geyser near Green River; Utah	2017-11-13	GCA_002762985.1	derived from metagenome	full	CG10_big_fil_rev_8_21_14_0_10_44_13	groundwater	38.56 N 110.8 W	0	0	Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_44_13	1522	na	3	36	8	64450	45736	26515	2017/11/13	9	1974464	1	CG10_big_fil_rev_8_21_14_0_10_44_13	None	1974464	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_44_13	371	1515128	11	29	na	1514757	0	PCXZ00000000.1	1567	36	106087	1	none	none	none	none	none	none	1580	PCXZ01000016.1	1567	1293	0	81.94	CEPZ01029485.2979.4526	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;Incertae Sedis;Incertae Sedis;marine metagenome	371	19	44	0	Nanobdellota	Nanobdellia	1-14-0-10-44-13 sp002762985
GB_GCA_019057815.1	0	95.38	2.07	General	95.33	4.21	149	k__Archaea (UID2)	107	0	3315636	88.75458243156969	48	1223639	32.754973251582356	3735735	GB_GCA_019057815.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__18H4-34;s__18H4-34 sp019057815	not type material	none	f	10	10	304232	304232	47106	1	3061	JAHLWR010000027.1	none	0	none	none	2386	3243	0	91.241	MEHH01000225.593.3133	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Candidatus Heimdallarchaeota archaeon AB_125	77827	77827	f	f	t	137731	137731	Contig	ASM1905781v1	na	PRJNA678552	SAMN19663751	48	137731	New Zealand: Hikurangi Subduction Margin	2021-06-29	GCA_019057815.1	derived from metagenome	full	18H4_34	sediment collected in IODP Expedition 375 from site U1520D; depth 160.76 mbsf	38.97 S 179.13 E	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2021/06/29	0	2026747	none	18H4_34	The University of Queensland	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Asgard group;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	3735735	none	none	na	3735735	0	JAHLWR000000000.1	3335	48	47106	1	none	none	none	none	none	none	1475	JAHLWR010000027.1	1412	2536	0	99.079	KP091041.1.1464	Archaea;Asgardarchaeota;Heimdallarchaeia;Incertae Sedis;Incertae Sedis;AB_125;uncultured archaeon	0	19	45	0	Asgardarchaeota	Heimdallarchaeia	18H4-34 sp019057815
GB_GCA_022865455.1	0	95.06	3.54	General	95.33	6.07	149	k__Archaea (UID2)	107	14.29	1750475	86.88247048534765	257	951398	47.22135914812767	2014762	GB_GCA_022865455.1	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__20-14-0-80-47-9;s__20-14-0-80-47-9 sp022865455	not type material	none	f	43	43	76325	76325	none	0	none	none	3627	1	100	JALHSY010000198.1	none	none	none	none	none	none	7839	7839	f	f	t	12927	12927	Contig	ASM2286545v1	na	PRJNA821074	SAMN27120579	257	12927	Russia: Bykovsky Peninsula;Polar Fox Lagoon	2022-04-09	GCA_022865455.1	derived from metagenome	full	PFL10	Polar Fox Lagoon sediment taken using 3m corer (60 mm diameter)	71.742951 N 129.337673 E	0	0	Candidatus Bathyarchaeota archaeon	none	na	2	none	none	none	none	none	2022/04/09	0	2026714	1	PFL10	Radboud University Nijmegen	2026714	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon	0	2014762	11	44	na	2014762	0	JALHSY000000000.1	2434	257	2823	1	none	none	none	none	none	none	391	JALHSY010000249.1	362	601	2.65e-170	96.685	MK076057.1.1462	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	18	44	0	Thermoproteota	Bathyarchaeia	20-14-0-80-47-9 sp022865455
